obsessive_thinking,Signs,diagnosis,obsessive-compulsive_disorder,Disease,,
obsessive_thinking,Signs,diagnosis,obsessive-compulsive_disorder,Disease,,
obsessive_thinking,Signs,main_diagnosis,obsessive-compulsive_disorder,Disease,,
obsessive_thinking,Signs,main_diagnosis,obsessive-compulsive_disorder,Disease,,
somatic_symptoms,Signs,main_diagnosis,obsessive-compulsive_disorder,Disease,,
Answer_barrier,Signs,Differential_diagnosis,Generalized_anxiety_disorder,Disease,,
Auditory_hallucinations,Signs,Differential_diagnosis,Generalized_anxiety_disorder,Disease,,
Anxiety,Signs,Differential_diagnosis,Generalized_anxiety_disorder,Disease,,
emotional_outburst,Signs,Differential_diagnosis,Generalized_anxiety_disorder,Disease,,
Emotional_discomfort,Signs,Differential_diagnosis,Generalized_anxiety_disorder,Disease,,
Answer_barrier,Signs,Differential_diagnosis,phobia,Disease,,
Auditory_hallucinations,Signs,Differential_diagnosis,phobia,Disease,,
Anxiety,Signs,Differential_diagnosis,phobia,Disease,,
emotional_outburst,Signs,Differential_diagnosis,phobia,Disease,,
Emotional_discomfort,Signs,Differential_diagnosis,phobia,Disease,,
101439082,Patient,Illness,Schizophrenia,Disease,,
Auditory_hallucinations,Symptoms,Corresponds_to,Phantom,Signs,,
heard_a_sound,Symptoms,Corresponds_to,Phantom,Signs,,
What_is_on_my_mind_is_spoken_out_by_others,Symptoms,Corresponds_to,thinking_disorder,Signs,,
It_feels_like_theres_danger_around_me,Symptoms,Corresponds_to,Anxiety,Signs,,
I_heard_someone_say_bad_things_about_me_out_of_thin_air.,Symptoms,Corresponds_to,Phantom,Signs,,
Feel_like_someone_is_targeting_you,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
I_feel_like_someone_is_isolating_me,Symptoms,Corresponds_to,Delusions_of_grandeur,Signs,,
I_feel_like_my_phone_is_being_linked_to_someone,Symptoms,Corresponds_to,obsessive_thinking,Signs,,
I_feel_like_my_privacy_is_known_to_everyone,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
glum,Symptoms,Corresponds_to,Depression,Signs,,
Cant_be_happy,Symptoms,Corresponds_to,Depression,Signs,,
Correct_orientation,Symptoms,Corresponds_to,Disorientation,Signs,,
contact_passive,Symptoms,Corresponds_to,Barriers_to_access,Signs,,
Loss_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
anhedonia,Symptoms,Corresponds_to,anhedonia,Signs,,
lack_of_insight,Symptoms,Corresponds_to,Insufficient_insight,Signs,,
sleep_average,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Eat_Naco,Symptoms,Corresponds_to,dysphagia,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
Clear_consciousness,Symptoms,Corresponds_to,disorder_of_consciousness,Signs,,
Commentary_auditory_hallucinations,Symptoms,Corresponds_to,Psychic_hallucinations,Signs,,
feeling_of_being_controlled,Symptoms,Corresponds_to,thinking_disorder,Signs,,
sense_of_insight,Symptoms,Corresponds_to,thinking_disorder,Signs,,
Thoughts_are_spread,Symptoms,Corresponds_to,thinking_disorder,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Feel_like_someone_is_targeting_you,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
I_feel_like_someone_is_isolating_me,Symptoms,Corresponds_to,Delusions_of_grandeur,Signs,,
I_feel_like_my_phone_is_connected_to_someone_else,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Feel_like_your_privacy_is_known_to_others,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Obsessions,Symptoms,Corresponds_to,obsessive_thinking,Signs,,
Anti-coercion,Symptoms,Corresponds_to,obsessive_thinking,Signs,,
somatic_anxiety,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Risperidone,Medication,treat,Schizophrenia,Disease,,
Auditory_hallucinations,Symptoms,diagnosis,Schizophrenia,Disease,,
heard_a_sound,Symptoms,diagnosis,Schizophrenia,Disease,,
What_is_on_my_mind_is_spoken_out_by_others,Symptoms,diagnosis,Schizophrenia,Disease,,
_It_feels_like_theres_danger_around_me,Symptoms,diagnosis,Schizophrenia,Disease,,
I_heard_someone_say_bad_things_about_me_out_of_thin_air.,Symptoms,diagnosis,Schizophrenia,Disease,,
Feel_like_someone_is_targeting_you,Symptoms,diagnosis,Schizophrenia,Disease,,
I_feel_like_someone_is_isolating_me,Symptoms,diagnosis,Schizophrenia,Disease,,
I_feel_like_my_phone_is_being_linked_to_someone,Symptoms,diagnosis,Schizophrenia,Disease,,
I_feel_like_my_privacy_is_known_to_everyone,Symptoms,diagnosis,Schizophrenia,Disease,,
Bad_mood,Symptoms,diagnosis,Schizophrenia,Disease,,
glum,Symptoms,diagnosis,Schizophrenia,Disease,,
Cant_be_happy,Symptoms,diagnosis,Schizophrenia,Disease,,
Correct_orientation,Symptoms,diagnosis,Schizophrenia,Disease,,
contact_passive,Symptoms,diagnosis,Schizophrenia,Disease,,
Loss_of_interest,Symptoms,diagnosis,Schizophrenia,Disease,,
anhedonia,Symptoms,diagnosis,Schizophrenia,Disease,,
lack_of_insight,Symptoms,diagnosis,Schizophrenia,Disease,,
sleep_average,Symptoms,diagnosis,Schizophrenia,Disease,,
Eat_Naco,Symptoms,diagnosis,Schizophrenia,Disease,,
lack_of_concentration,Symptoms,diagnosis,Schizophrenia,Disease,,
Decline_of_memory,Symptoms,diagnosis,Schizophrenia,Disease,,
Clear_consciousness,Symptoms,diagnosis,Schizophrenia,Disease,,
Commentary_auditory_hallucinations,Symptoms,diagnosis,Schizophrenia,Disease,,
feeling_of_being_controlled,Symptoms,diagnosis,Schizophrenia,Disease,,
sense_of_insight,Symptoms,diagnosis,Schizophrenia,Disease,,
Thoughts_are_spread,Symptoms,diagnosis,Schizophrenia,Disease,,
Depression,Symptoms,diagnosis,Schizophrenia,Disease,,
Feel_like_someone_is_targeting_you,Symptoms,diagnosis,Schizophrenia,Disease,,
I_feel_like_someone_is_isolating_me,Symptoms,diagnosis,Schizophrenia,Disease,,
I_feel_like_my_phone_is_connected_to_someone_else,Symptoms,diagnosis,Schizophrenia,Disease,,
Feel_like_your_privacy_is_known_to_others,Symptoms,diagnosis,Schizophrenia,Disease,,
Obsessions,Symptoms,main_diagnosis,Schizophrenia,Disease,,
Anti-coercion,Symptoms,main_diagnosis,Schizophrenia,Disease,,
somatic_anxiety,Symptoms,main_diagnosis,Schizophrenia,Disease,,
Auditory_hallucinations,Signs,diagnosis,Schizophrenia,Disease,,
Auditory_hallucinations,Signs,diagnosis,Schizophrenia,Disease,,
thinking_disorder,Signs,diagnosis,Schizophrenia,Disease,,
Anxiety,Signs,diagnosis,Schizophrenia,Disease,,
Auditory_hallucinations,Signs,diagnosis,Schizophrenia,Disease,,
Delusions_of_persecution,Signs,diagnosis,Schizophrenia,Disease,,
Delusions_of_grandeur,Signs,diagnosis,Schizophrenia,Disease,,
obsessive_thinking,Signs,diagnosis,Schizophrenia,Disease,,
Delusions_of_persecution,Signs,diagnosis,Schizophrenia,Disease,,
Depression,Signs,diagnosis,Schizophrenia,Disease,,
Depression,Signs,diagnosis,Schizophrenia,Disease,,
Depression,Signs,diagnosis,Schizophrenia,Disease,,
Disorientation,Signs,diagnosis,Schizophrenia,Disease,,
access_barriers,Signs,diagnosis,Schizophrenia,Disease,,
anhedonia,Signs,diagnosis,Schizophrenia,Disease,,
anhedonia,Signs,diagnosis,Schizophrenia,Disease,,
Insufficient_insight,Signs,diagnosis,Schizophrenia,Disease,,
sleep_disorder,Signs,diagnosis,Schizophrenia,Disease,,
dysphagia,Signs,diagnosis,Schizophrenia,Disease,,
Attention_is_distracted,Signs,diagnosis,Schizophrenia,Disease,,
memory_loss,Signs,diagnosis,Schizophrenia,Disease,,
disorder_of_consciousness,Signs,diagnosis,Schizophrenia,Disease,,
psychotic_hallucinations,Signs,diagnosis,Schizophrenia,Disease,,
thinking_disorder,Signs,diagnosis,Schizophrenia,Disease,,
thinking_disorder,Signs,diagnosis,Schizophrenia,Disease,,
thinking_disorder,Signs,diagnosis,Schizophrenia,Disease,,
Depression,Signs,diagnosis,Schizophrenia,Disease,,
Delusions_of_persecution,Signs,diagnosis,Schizophrenia,Disease,,
Delusions_of_grandeur,Signs,diagnosis,Schizophrenia,Disease,,
Delusions_of_persecution,Signs,diagnosis,Schizophrenia,Disease,,
Delusions_of_persecution,Signs,diagnosis,Schizophrenia,Disease,,
obsessive_thinking,Signs,main_diagnosis,Schizophrenia,Disease,,
obsessive_thinking,Signs,main_diagnosis,Schizophrenia,Disease,,
somatic_symptoms,Signs,main_diagnosis,Schizophrenia,Disease,,
101440621,Patient,Illness,bipolar_disorder,Disease,,
Laughing_for_no_reason,Symptoms,Corresponds_to,Emotionally_unstable,Signs,,
Laughing_for_no_reason,Symptoms,Corresponds_to,Emotionally_unstable,Signs,,
Talking_and_doing_things_confusingly,Symptoms,Corresponds_to,Foul_language,Signs,,
Fecal_incontinence_1_time,Symptoms,Corresponds_to,Defecation_disorders,Signs,,
urinary_incontinence,Symptoms,Corresponds_to,Defecation_disorders,Signs,,
No_memory_of_urinary_incontinence.,Symptoms,Corresponds_to,post_logical_amnesia,Signs,,
No_abnormalities_in_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Logic_confusion,Symptoms,Corresponds_to,perverse_thinking,Signs,,
No_abnormality_in_diet,Symptoms,Corresponds_to,dysphagia,Signs,,
Laughing_for_no_reason,Symptoms,Corresponds_to,Emotionally_unstable,Signs,,
Talking_confusingly,Symptoms,Corresponds_to,Foul_language,Signs,,
Logic_confusion,Symptoms,Corresponds_to,perverse_thinking,Signs,,
No_abnormality_in_diet,Symptoms,Corresponds_to,dysphagia,Signs,,
No_abnormalities_in_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
No_memory_of_urinary_incontinence.,Symptoms,Corresponds_to,post_logical_amnesia,Signs,,
No_hearing_or_seeing_things_out_of_thin_air,Symptoms,Corresponds_to,Perceptual_disturbance,Signs,,
There_is_no_doubt_that_others_harm_oneself,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
No_alternating_episodes_of_high_and_low_mood,Symptoms,Corresponds_to,Emotionally_unstable,Signs,,
No_forced_behavior,Symptoms,Corresponds_to,obsessive_intention,Signs,,
He_was_afraid_of_being_retaliated_against_and_asked_to_see_the_police_station_director.,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
"Later,_I_repeatedly_struggled_with_such_incidents,_always_worrying_that_I_had_done_something_wrong.",Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
No_forced_behavior,Symptoms,Corresponds_to,obsessive_intention,Signs,,
No_headache,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_dizziness,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_fever,Symptoms,Corresponds_to,interoceptive_discomfort,Signs,,
No_chest_pain,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_abdominal_pain_or_diarrhea,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_significant_weight_loss_recently,Symptoms,Corresponds_to,Near-term_weight_disability,Signs,,
No_headache,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_cough,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_expectoration,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
sleep_average,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Clear_consciousness,Symptoms,Corresponds_to,disorder_of_consciousness,Signs,,
Correct_orientation,Symptoms,Corresponds_to,Disorientation,Signs,,
contact_passive,Symptoms,Corresponds_to,Barriers_to_access,Signs,,
lack_of_insight,Symptoms,Corresponds_to,lack_of_insight,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Decline_in_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
anhedonia,Symptoms,Corresponds_to,anhedonia,Signs,,
Unresponsive,Symptoms,Corresponds_to,weakened_will,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
poor_food_and_nutrition,Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Unresponsive,Symptoms,Corresponds_to,Pay_attention_to_slowness,Signs,,
decreased_energy,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Talking_to_oneself,Symptoms,Corresponds_to,Monologue,Signs,,
Laugh_at_yourself,Symptoms,Corresponds_to,Mental_state_disorders,Signs,,
Words_are_illogical,Symptoms,Corresponds_to,perverse_thinking,Signs,,
incontinence,Symptoms,Corresponds_to,Defecation_disorders,Signs,,
May_have_auditory_hallucinations,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
Communication_is_difficult,Symptoms,Corresponds_to,Answering_obstacles,Signs,,
Stressful,Symptoms,Corresponds_to,Anxiety,Signs,,
Talking_to_oneself,Symptoms,Corresponds_to,Monologue,Signs,,
Laugh_at_yourself,Symptoms,Corresponds_to,Mental_state_disorders,Signs,,
Words_are_illogical,Symptoms,Corresponds_to,perverse_thinking,Signs,,
May_have_auditory_hallucinations,Symptoms,Corresponds_to,sleep_disorder,Signs,,
epileptic_wave,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
congenital_intellectual_disability,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Talking_and_doing_things_confusingly,Symptoms,diagnosis,bipolar_disorder,Disease,,
Fecal_incontinence_1_time,Symptoms,diagnosis,bipolar_disorder,Disease,,
urinary_incontinence,Symptoms,diagnosis,bipolar_disorder,Disease,,
Logic_confusion,Symptoms,diagnosis,bipolar_disorder,Disease,,
Talking_confusingly,Symptoms,diagnosis,bipolar_disorder,Disease,,
Logic_confusion,Symptoms,diagnosis,bipolar_disorder,Disease,,
He_was_afraid_of_being_retaliated_against_and_asked_to_see_the_police_station_director.,Symptoms,diagnosis,bipolar_disorder,Disease,,
"Later,_I_repeatedly_struggled_with_such_incidents,_always_worrying_that_I_had_done_something_wrong.",Symptoms,diagnosis,bipolar_disorder,Disease,,
sleep_average,Symptoms,diagnosis,bipolar_disorder,Disease,,
Clear_consciousness,Symptoms,diagnosis,bipolar_disorder,Disease,,
Correct_orientation,Symptoms,diagnosis,bipolar_disorder,Disease,,
contact_passive,Symptoms,diagnosis,bipolar_disorder,Disease,,
lack_of_insight,Symptoms,diagnosis,bipolar_disorder,Disease,,
Depression,Symptoms,diagnosis,bipolar_disorder,Disease,,
Decline_in_interest,Symptoms,diagnosis,bipolar_disorder,Disease,,
anhedonia,Symptoms,diagnosis,bipolar_disorder,Disease,,
Unresponsive,Symptoms,diagnosis,bipolar_disorder,Disease,,
lack_of_concentration,Symptoms,diagnosis,bipolar_disorder,Disease,,
poor_food_and_nutrition,Symptoms,diagnosis,bipolar_disorder,Disease,,
Poor_sleep,Symptoms,diagnosis,bipolar_disorder,Disease,,
Unresponsive,Symptoms,diagnosis,bipolar_disorder,Disease,,
decreased_energy,Symptoms,diagnosis,bipolar_disorder,Disease,,
Talking_to_oneself,Symptoms,diagnosis,bipolar_disorder,Disease,,
Laugh_at_yourself,Symptoms,diagnosis,bipolar_disorder,Disease,,
incontinence,Symptoms,diagnosis,bipolar_disorder,Disease,,
May_have_auditory_hallucinations,Symptoms,diagnosis,bipolar_disorder,Disease,,
Decline_of_memory,Symptoms,diagnosis,bipolar_disorder,Disease,,
Communication_is_difficult,Symptoms,diagnosis,bipolar_disorder,Disease,,
Stressful,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Talking_to_oneself,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Laugh_at_yourself,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
May_have_auditory_hallucinations,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
dirty_talk,Signs,diagnosis,bipolar_disorder,Disease,,
Two_defecation_disorders,Signs,diagnosis,bipolar_disorder,Disease,,
Two_defecation_disorders,Signs,diagnosis,bipolar_disorder,Disease,,
perverse_thinking,Signs,diagnosis,bipolar_disorder,Disease,,
dirty_talk,Signs,diagnosis,bipolar_disorder,Disease,,
perverse_thinking,Signs,diagnosis,bipolar_disorder,Disease,,
Delusions_of_persecution,Signs,diagnosis,bipolar_disorder,Disease,,
Delusions_of_persecution,Signs,diagnosis,bipolar_disorder,Disease,,
sleep_disorder,Signs,diagnosis,bipolar_disorder,Disease,,
disorder_of_consciousness,Signs,diagnosis,bipolar_disorder,Disease,,
Disorientation,Signs,diagnosis,bipolar_disorder,Disease,,
access_barriers,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_insight,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
Anhedonia_(decreased_interest),Signs,diagnosis,bipolar_disorder,Disease,,
Anhedonia_(decreased_interest),Signs,diagnosis,bipolar_disorder,Disease,,
weakened_will,Signs,diagnosis,bipolar_disorder,Disease,,
Attention_is_distracted,Signs,diagnosis,bipolar_disorder,Disease,,
dysphagia,Signs,diagnosis,bipolar_disorder,Disease,,
sleep_disorder,Signs,diagnosis,bipolar_disorder,Disease,,
Pay_attention_to_slowness,Signs,diagnosis,bipolar_disorder,Disease,,
somatic_symptoms,Signs,diagnosis,bipolar_disorder,Disease,,
monoglotism,Signs,diagnosis,bipolar_disorder,Disease,,
mental_state_disorder,Signs,diagnosis,bipolar_disorder,Disease,,
Two_defecation_disorders,Signs,diagnosis,bipolar_disorder,Disease,,
sleep_disorder,Signs,diagnosis,bipolar_disorder,Disease,,
memory_loss,Signs,diagnosis,bipolar_disorder,Disease,,
Answer_barrier,Signs,diagnosis,bipolar_disorder,Disease,,
Anxiety,Signs,main_diagnosis,bipolar_disorder,Disease,,
monoglotism,Signs,main_diagnosis,bipolar_disorder,Disease,,
mental_state_disorder,Signs,main_diagnosis,bipolar_disorder,Disease,,
sleep_disorder,Signs,main_diagnosis,bipolar_disorder,Disease,,
101445307,Patient,Illness,major_depressive_episode,Disease,,
Getting_into_bad_mood,Symptoms,Corresponds_to,Emotionally_unstable,Signs,,
Getting_into_bad_mood,Symptoms,Corresponds_to,Emotionally_unstable,Signs,,
crying_inexplicably,Symptoms,Corresponds_to,Emotionally_unstable,Signs,,
Dont_want_to_communicate_with_others,Symptoms,Corresponds_to,Pay_attention_to_slowness,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
excited,Symptoms,Corresponds_to,manic_arousal,Signs,,
Will_cut_his_own_arm_with_a_knife,Symptoms,Corresponds_to,suicide,Signs,,
having_suicidal_thoughts,Symptoms,Corresponds_to,suicide,Signs,,
Feel_that_life_is_meaningless,Symptoms,Corresponds_to,suicide,Signs,,
Difficulty_falling_asleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Thoughts_of_self-harm,Symptoms,Corresponds_to,self-mutilation,Signs,,
Afraid_of_the_dark,Symptoms,Corresponds_to,fear,Signs,,
She_feels_like_someone_is_watching_her,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
I_suspect_someone_is_speaking_ill_of_me,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Appetite_is_acceptable,Symptoms,Corresponds_to,lack_of_will,Signs,,
Normal_defecation,Symptoms,Corresponds_to,lack_of_will,Signs,,
Difficulty_falling_asleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
wake_up_early,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Like_to_be_alone_at_school,Symptoms,Corresponds_to,Bizarre_behavior,Signs,,
